model,gamma,dataset,id,y_correct,y_demand,f1,f2,f3,f4,f1_rand,f2_rand,marker_hit,avg_proj,refusal_detected,format_violation,choice_margin,answer_entropy,option_logits_logged,decision_step,logit_A_sp,logit_B_sp,logit_C_sp,logit_D_sp,logit_A_dec,logit_B_dec,logit_C_dec,logit_D_dec,logit_A,logit_D,logit_C,logit_B
DeepSeek-R1-Distill-Qwen-7B,0,medqa,161,1,1,-6.116784334182739,-4.019895076751709,1.0641919672489166,2.0,0.3814008757472038,0.8565428256988525,0,-6.116784334182739,0,0,0.0,0.0,True,0,22.75,19.75,20.125,20.75,22.75,19.75,20.125,20.75,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,162,0,1,-6.855125665664673,-4.524059772491455,1.835632860660553,0.875,-0.11683169519528747,0.0022832797840237617,0,-6.855125665664673,0,0,0.0,0.0,True,0,20.625,19.375,19.75,19.0,20.625,19.375,19.75,19.0,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,163,0,1,-9.95648717880249,-6.140802383422852,1.7134435176849365,0.75,0.43464113771915436,0.4494665265083313,0,-9.95648717880249,0,0,0.0,0.0,True,0,22.25,19.25,19.375,21.5,22.25,19.25,19.375,21.5,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,164,0,1,-7.054204702377319,-6.378346920013428,1.0028149783611298,3.75,-0.18477733992040157,0.04298378899693489,0,-7.054204702377319,0,0,0.0,0.0,True,0,22.5,18.25,17.125,18.625,22.5,18.25,17.125,18.625,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,165,0,1,-7.908878564834595,-5.306298732757568,1.4678159952163696,1.0,0.02094034105539322,0.20438185334205627,0,-7.908878564834595,0,0,0.0,0.0,True,0,22.5,19.875,18.375,21.5,22.5,19.875,18.375,21.5,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,166,0,1,-6.752599716186523,-6.163403034210205,0.9847786724567413,1.625,0.07762561738491058,0.43527480959892273,0,-6.752599716186523,0,0,0.0,0.0,True,0,22.25,17.625,18.5,20.625,22.25,17.625,18.5,20.625,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,167,0,1,-7.559939622879028,-5.770226955413818,1.0467120707035065,3.125,0.16494160844013095,0.3398330509662628,0,-7.559939622879028,0,0,0.0,0.0,True,0,21.5,17.75,17.75,18.375,21.5,17.75,17.75,18.375,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,168,1,1,-7.536571264266968,-5.678051471710205,1.1742680966854095,2.25,0.0040902793407440186,0.49503782391548157,0,-7.536571264266968,0,0,0.0,0.0,True,0,23.5,20.25,20.875,21.25,23.5,20.25,20.875,21.25,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,169,0,1,-7.8838982582092285,-5.923932075500488,1.7452751994132996,0.0,-0.08143417909741402,-0.073161281645298,0,-7.8838982582092285,0,0,0.0,0.0,True,0,20.375,20.375,18.125,20.375,20.375,20.375,18.125,20.375,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,170,1,1,0.47754735946655275,8.494718551635742,1.171631684526801,1.625,0.11396139040589333,0.3954618275165558,0,0.47754735946655275,0,0,0.0,0.0,True,0,21.75,18.875,17.375,20.125,21.75,18.875,17.375,20.125,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,171,0,1,-9.296464920043945,-4.962929725646973,1.7089054584503174,0.375,-0.1079055666923523,0.26705440878868103,0,-9.296464920043945,0,0,0.0,0.0,True,0,20.875,16.75,17.625,20.5,20.875,16.75,17.625,20.5,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,172,0,1,-6.589606285095215,-4.099213600158691,1.2678251266479492,1.375,0.048140257596969604,0.5088664889335632,0,-6.589606285095215,0,0,0.0,0.0,True,0,23.25,20.25,20.75,21.875,23.25,20.25,20.75,21.875,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,173,0,1,-7.638559341430664,-4.284952163696289,1.4201208353042603,0.875,0.367428470402956,0.8099925518035889,0,-7.638559341430664,0,0,0.0,0.0,True,0,21.75,19.625,19.0,20.875,21.75,19.625,19.0,20.875,,10.1875,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,174,0,1,-6.6087565422058105,-4.860200881958008,0.95179682970047,2.375,0.16869015991687775,0.7251484394073486,0,-6.6087565422058105,0,0,0.0,0.0,True,0,23.5,20.125,21.125,21.125,23.5,20.125,21.125,21.125,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,175,1,1,-7.304842472076416,-5.81265926361084,1.952531099319458,0.875,-0.055816344916820526,0.08306574821472168,0,-7.304842472076416,0,0,0.0,0.0,True,0,20.25,17.25,18.5,19.375,20.25,17.25,18.5,19.375,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,176,0,1,-8.422211408615112,-5.827803134918213,1.1107781529426575,2.25,0.24245931208133698,0.805395245552063,0,-8.422211408615112,0,0,0.0,0.0,True,0,23.5,20.0,19.875,21.25,23.5,20.0,19.875,21.25,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,177,1,1,-6.184888124465942,-4.783373832702637,1.131868839263916,2.0,-0.10539024323225021,0.20393763482570648,0,-6.184888124465942,0,0,0.0,0.0,True,0,23.375,20.125,21.0,21.375,23.375,20.125,21.0,21.375,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,178,0,1,-9.196561336517334,-5.823328971862793,1.3928343653678894,1.5,-0.23221759125590324,0.07597283273935318,0,-9.196561336517334,0,0,0.0,0.0,True,0,21.875,18.5,19.25,20.375,21.875,18.5,19.25,20.375,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,179,0,1,-5.316480875015259,-5.268373966217041,1.277294397354126,1.0,0.06958998739719391,0.49756476283073425,0,-5.316480875015259,0,0,0.0,0.0,True,0,22.375,21.375,20.375,20.375,22.375,21.375,20.375,20.375,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,180,1,1,-7.933279752731323,-5.719563007354736,1.5591963529586792,0.0,-0.00963776558637619,0.2368195801973343,0,-7.933279752731323,0,0,0.0,0.0,True,0,21.625,18.125,19.625,21.625,21.625,18.125,19.625,21.625,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,181,0,1,-6.4561687707901,-3.89776349067688,1.4731633067131042,1.875,-0.1932659773156047,0.009540015831589699,0,-6.4561687707901,0,0,0.0,0.0,True,0,20.875,17.625,19.0,17.625,20.875,17.625,19.0,17.625,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,182,0,1,-7.238044738769531,-5.551774978637695,1.0311332643032074,2.25,-0.0762807026039809,-0.005385407712310553,0,-7.238044738769531,0,0,0.0,0.0,True,0,22.875,19.25,20.0,20.625,22.875,19.25,20.0,20.625,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,183,0,1,-7.761187791824341,-5.2322163581848145,1.429849088191986,1.125,0.017900478094816208,0.12161634862422943,0,-7.761187791824341,0,0,0.0,0.0,True,0,22.625,21.5,18.75,20.0,22.625,21.5,18.75,20.0,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,184,0,1,-7.434391736984253,-5.538552761077881,1.5963489711284637,1.25,0.21683620661497116,0.550753653049469,0,-7.434391736984253,0,0,0.0,0.0,True,0,21.125,19.75,19.875,19.625,21.125,19.75,19.875,19.625,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,185,1,1,-7.701816558837891,-5.077939987182617,1.2319009900093079,1.25,0.2849457189440727,0.7844544649124146,0,-7.701816558837891,0,0,0.0,0.0,True,0,22.875,20.25,18.5,21.625,22.875,20.25,18.5,21.625,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,186,0,1,-8.89108920097351,-5.52949857711792,1.1424582600593567,3.125,-0.012255683541297913,0.2588287889957428,0,-8.89108920097351,0,0,0.0,0.0,True,0,23.125,19.75,20.0,19.875,23.125,19.75,20.0,19.875,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,187,0,1,-7.577794313430786,-5.174826145172119,1.4975529909133911,0.375,-0.08920596539974213,0.278307169675827,0,-7.577794313430786,0,0,0.0,0.0,True,0,21.0,17.75,19.125,20.625,21.0,17.75,19.125,20.625,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,188,0,1,-8.334271907806396,-5.499754905700684,1.5681315064430237,1.875,-0.2693377733230591,0.16621851921081543,0,-8.334271907806396,0,0,0.0,0.0,True,0,20.25,16.75,18.0,16.375,20.25,16.75,18.0,16.375,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,189,0,1,-6.940837383270264,-5.94694709777832,1.2102472186088562,2.125,0.3720211088657379,0.6647460460662842,0,-6.940837383270264,0,0,0.0,0.0,True,0,22.375,17.5,19.375,20.25,22.375,17.5,19.375,20.25,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,190,0,1,-7.1070334911346436,-5.1369194984436035,1.3830921649932861,1.75,-0.03084772825241089,0.19804048538208008,0,-7.1070334911346436,0,0,0.0,0.0,True,0,21.625,18.625,18.5,19.875,21.625,18.625,18.5,19.875,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,191,0,1,-6.212671756744385,-4.583455562591553,1.0212088823318481,1.875,0.1292334794998169,0.676912784576416,0,-6.212671756744385,0,0,0.0,0.0,True,0,23.875,21.25,22.0,21.5,23.875,21.25,22.0,21.5,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,192,1,1,-2.5171986296772957,0.07449565827846527,1.1383721232414246,0.125,-0.03174199163913727,0.3282693922519684,0,-2.5171986296772957,0,0,0.0,0.0,True,0,18.75,18.0,21.625,21.75,18.75,18.0,21.625,21.75,,9.75,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,193,0,1,-3.211952030658722,-0.1829310655593872,1.2617775201797485,0.375,0.03804199490696192,0.0639236643910408,0,-3.211952030658722,0,0,0.0,0.0,True,0,22.0,21.25,18.875,22.375,22.0,21.25,18.875,22.375,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,194,0,1,-7.758569240570068,-5.192590713500977,1.025288850069046,3.125,0.22099631279706955,0.30533015727996826,0,-7.758569240570068,0,0,0.0,0.0,True,0,23.5,20.0,20.125,20.375,23.5,20.0,20.125,20.375,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,195,0,1,-7.816509962081909,-5.3559956550598145,1.3022481203079224,0.75,0.23632625490427017,0.5532471537590027,0,-7.816509962081909,0,0,0.0,0.0,True,0,23.25,22.5,18.875,21.875,23.25,22.5,18.875,21.875,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,196,1,1,-5.435271501541138,-4.624612808227539,1.268255591392517,0.5,0.22396741807460785,0.4179168939590454,0,-5.435271501541138,0,0,0.0,0.0,True,0,22.875,22.375,21.125,20.125,22.875,22.375,21.125,20.125,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,197,1,1,-2.781586676836014,-0.43923479318618774,1.1219466626644135,1.75,0.4098203033208847,0.5776599645614624,0,-2.781586676836014,0,0,0.0,0.0,True,0,20.0,18.375,19.625,21.75,20.0,18.375,19.625,21.75,,9.8125,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,198,1,1,-6.42608904838562,-4.091970920562744,1.4206287264823914,1.625,-0.19600779563188553,0.1606881469488144,0,-6.42608904838562,0,0,0.0,0.0,True,0,22.125,20.5,19.875,20.25,22.125,20.5,19.875,20.25,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,199,0,1,-8.160587310791016,-5.198220252990723,1.5944426655769348,0.5,0.028764352202415466,0.2754034996032715,0,-8.160587310791016,0,0,0.0,0.0,True,0,22.375,21.875,18.75,19.875,22.375,21.875,18.75,19.875,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,200,0,1,-1.5036136209964752,0.6372725367546082,1.2390156388282776,1.25,0.1317808423191309,0.3090108633041382,0,-1.5036136209964752,0,0,0.0,0.0,True,0,20.625,21.875,18.0,19.5,20.625,21.875,18.0,19.5,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,201,1,1,-2.1534204483032227,1.1970505714416504,0.8830301761627197,2.25,0.41845759749412537,0.4293465316295624,0,-2.1534204483032227,0,0,0.0,0.0,True,0,20.875,19.375,23.125,20.0,20.875,19.375,23.125,20.0,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,202,0,1,-6.500405550003052,-5.666924476623535,1.4539612531661987,1.75,-0.166082963347435,0.15076488256454468,0,-6.500405550003052,0,0,0.0,0.0,True,0,22.5,20.375,20.125,20.75,22.5,20.375,20.125,20.75,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,203,0,1,-8.12903642654419,-4.484818458557129,1.492973268032074,0.375,0.27640822902321815,0.4451136589050293,0,-8.12903642654419,0,0,0.0,0.0,True,0,22.0,19.375,21.625,21.375,22.0,19.375,21.625,21.375,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,204,0,1,-0.9987289309501648,1.6848844289779663,1.2247295081615448,1.75,0.15210550278425217,0.4134575128555298,0,-0.9987289309501648,0,0,0.0,0.0,True,0,18.125,17.75,19.875,17.25,18.125,17.75,19.875,17.25,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,205,1,1,-7.259573698043823,-6.1813225746154785,1.3181798160076141,0.375,-0.0767010748386383,0.28209200501441956,0,-7.259573698043823,0,0,0.0,0.0,True,0,22.5,21.5,19.875,22.125,22.5,21.5,19.875,22.125,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,206,1,1,-5.980328559875488,-5.247433185577393,1.024175614118576,1.5,0.07301528751850128,0.3230026960372925,0,-5.980328559875488,0,0,0.0,0.0,True,0,23.625,20.375,20.75,22.125,23.625,20.375,20.75,22.125,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,207,1,1,-2.846677467226982,-0.16304811835289001,1.3425020277500153,0.375,0.285120464861393,0.4057435691356659,0,-2.846677467226982,0,0,0.0,0.0,True,0,20.375,19.125,20.75,19.25,20.375,19.125,20.75,19.25,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,208,1,1,-7.582427263259888,-5.439423084259033,1.5500432848930359,1.0,-0.2836754694581032,0.06601832807064056,0,-7.582427263259888,0,0,0.0,0.0,True,0,22.25,20.875,21.25,21.0,22.25,20.875,21.25,21.0,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,209,0,1,-2.931686967611313,-0.47043150663375854,1.1748506128787994,1.75,0.34707020223140717,0.39054274559020996,0,-2.931686967611313,0,0,0.0,0.0,True,0,20.625,20.25,19.75,22.375,20.625,20.25,19.75,22.375,,10.625,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,210,0,1,-7.82525897026062,-6.686622142791748,1.2031332850456238,2.0,-0.21839277260005474,-0.060662176460027695,0,-7.82525897026062,0,0,0.0,0.0,True,0,22.625,20.25,20.0,20.625,22.625,20.25,20.0,20.625,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,211,0,1,-1.8103623390197754,0.8045024871826172,1.577738106250763,0.25,-0.07079824805259705,0.2182958424091339,0,-1.8103623390197754,0,0,0.0,0.0,True,0,20.5,20.75,20.5,19.25,20.5,20.75,20.5,19.25,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,212,1,1,-1.9940128028392792,-0.2693008780479431,1.3434131145477295,0.5,0.25608741864562035,0.6199153661727905,0,-1.9940128028392792,0,0,0.0,0.0,True,0,19.5,20.0,16.875,18.75,19.5,20.0,16.875,18.75,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,213,1,1,-2.078684836626053,0.9996423125267029,1.2241660356521606,1.375,0.6793971657752991,0.7527163624763489,0,-2.078684836626053,0,0,0.0,0.0,True,0,19.0,14.1875,16.375,20.375,19.0,14.1875,16.375,20.375,,9.0625,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,214,0,1,-8.032587051391602,-5.700021743774414,1.0466544032096863,2.75,0.02076893299818039,0.24309615790843964,0,-8.032587051391602,0,0,0.0,0.0,True,0,22.625,19.0,18.125,19.875,22.625,19.0,18.125,19.875,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,215,0,1,-7.182361841201782,-4.179900646209717,1.9086223244667053,0.625,0.46555979549884796,0.7661270499229431,0,-7.182361841201782,0,0,0.0,0.0,True,0,20.0,17.875,19.125,19.375,20.0,17.875,19.125,19.375,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,216,1,1,-7.813080310821533,-5.243062973022461,1.3326486349105835,1.625,-0.13034102320671082,0.14188715815544128,0,-7.813080310821533,0,0,0.0,0.0,True,0,22.625,20.5,21.0,20.75,22.625,20.5,21.0,20.75,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,217,1,1,-1.6142924427986145,0.9584077596664429,1.0941445231437683,2.375,0.47011861205101013,0.5728620290756226,0,-1.6142924427986145,0,0,0.0,0.0,True,0,18.375,17.125,20.75,16.75,18.375,17.125,20.75,16.75,,,8.5,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,218,0,1,-1.9876965582370758,0.9337736964225769,1.4449310600757599,0.25,0.3561859503388405,0.49625855684280396,0,-1.9876965582370758,0,0,0.0,0.0,True,0,20.25,18.875,20.5,20.25,20.25,18.875,20.5,20.25,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,219,0,1,-1.7539841532707214,1.0632654428482056,0.9216334521770477,2.0,0.13193745538592339,0.20950469374656677,0,-1.7539841532707214,0,0,0.0,0.0,True,0,19.5,16.875,21.5,18.375,19.5,16.875,21.5,18.375,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,220,1,1,-7.9969322681427,-6.278294086456299,1.333255648612976,1.875,-0.3515724092721939,-0.2042723298072815,0,-7.9969322681427,0,0,0.0,0.0,True,0,22.375,17.75,20.5,20.0,22.375,17.75,20.5,20.0,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,221,0,1,-5.885091781616211,-5.317830562591553,0.904717892408371,2.625,-0.08484158292412758,0.10149206966161728,0,-5.885091781616211,0,0,0.0,0.0,True,0,23.0,19.875,19.375,20.375,23.0,19.875,19.375,20.375,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,222,1,1,-5.71354079246521,-5.086404323577881,1.0706783533096313,2.25,0.14847306720912457,0.3537697196006775,0,-5.71354079246521,0,0,0.0,0.0,True,0,22.5,19.375,20.125,20.25,22.5,19.375,20.125,20.25,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,223,1,1,-2.5985313206911087,-0.1132146418094635,1.480690062046051,0.5,0.09213444404304028,0.1625738888978958,0,-2.5985313206911087,0,0,0.0,0.0,True,0,17.5,19.25,18.75,16.875,17.5,19.25,18.75,16.875,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,224,0,1,-5.9526731967926025,-4.036264896392822,1.6543143391609192,0.25,0.2632279023528099,0.47543302178382874,0,-5.9526731967926025,0,0,0.0,0.0,True,0,19.875,19.625,16.625,18.5,19.875,19.625,16.625,18.5,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,225,1,1,-8.593993663787842,-5.5209550857543945,1.3320701718330383,1.75,-0.27660443633794785,-0.22060690820217133,0,-8.593993663787842,0,0,0.0,0.0,True,0,21.75,20.0,18.0,18.25,21.75,20.0,18.0,18.25,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,226,0,1,-7.671401739120483,-4.193013668060303,1.2690830826759338,2.0,-0.0025899112224578857,0.569444477558136,0,-7.671401739120483,0,0,0.0,0.0,True,0,23.0,20.25,21.0,20.625,23.0,20.25,21.0,20.625,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,227,0,1,-5.795661449432373,-4.9570183753967285,1.0958843529224396,2.625,-0.00021317601203918457,0.3511276841163635,0,-5.795661449432373,0,0,0.0,0.0,True,0,22.375,19.75,19.125,19.5,22.375,19.75,19.125,19.5,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,228,0,1,-7.933622598648071,-5.879841327667236,1.365781009197235,1.375,0.06047043204307556,0.38905707001686096,0,-7.933622598648071,0,0,0.0,0.0,True,0,21.875,18.375,20.5,19.625,21.875,18.375,20.5,19.625,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,229,1,1,-2.626012861728668,0.5805796384811401,1.1765998601913452,0.375,0.6146410405635834,0.7226585149765015,0,-2.626012861728668,0,0,0.0,0.0,True,0,22.0,19.875,19.125,22.375,22.0,19.875,19.125,22.375,,10.625,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,230,0,1,-7.678077697753906,-4.7582550048828125,1.0705285668373108,2.125,0.3998998589813709,0.6880733370780945,0,-7.678077697753906,0,0,0.0,0.0,True,0,23.375,19.625,18.25,21.25,23.375,19.625,18.25,21.25,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,231,0,1,-6.567734718322754,-6.409453392028809,0.8726621568202972,2.875,0.0865169009193778,0.19689694046974182,0,-6.567734718322754,0,0,0.0,0.0,True,0,24.0,20.0,20.125,21.125,24.0,20.0,20.125,21.125,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,232,0,1,-8.77635645866394,-4.383871555328369,1.4009008407592773,0.375,-0.19124187529087067,0.28323236107826233,0,-8.77635645866394,0,0,0.0,0.0,True,0,22.625,20.625,17.875,22.25,22.625,20.625,17.875,22.25,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,233,1,1,-1.7174397706985474,2.203535318374634,1.0480354726314545,0.125,0.12291238829493523,0.138668954372406,0,-1.7174397706985474,0,0,0.0,0.0,True,0,23.5,20.0,23.625,20.25,23.5,20.0,23.625,20.25,,,11.5,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,234,1,1,-5.7278571128845215,-4.563407897949219,0.9214963018894196,1.875,0.047250330448150635,0.43054497241973877,0,-5.7278571128845215,0,0,0.0,0.0,True,0,23.25,18.125,21.375,18.625,23.25,18.125,21.375,18.625,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,235,0,1,-7.002195358276367,-5.228139877319336,1.5648754239082336,0.75,-0.01940063387155533,0.16424354910850525,0,-7.002195358276367,0,0,0.0,0.0,True,0,21.375,18.25,20.625,19.375,21.375,18.25,20.625,19.375,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,236,0,1,-8.277488231658936,-5.291322708129883,1.6616958379745483,1.25,-0.03929106891155243,0.18094348907470703,0,-8.277488231658936,0,0,0.0,0.0,True,0,21.5,18.25,20.25,19.75,21.5,18.25,20.25,19.75,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,237,0,1,-7.818643569946289,-5.669112205505371,1.4472779631614685,2.0,-0.10187279619276524,0.054366838186979294,0,-7.818643569946289,0,0,0.0,0.0,True,0,22.0,19.5,20.0,19.375,22.0,19.5,20.0,19.375,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,238,0,1,-8.373040676116943,-5.778570175170898,1.1962305307388306,1.625,0.15289173647761345,0.4104499816894531,0,-8.373040676116943,0,0,0.0,0.0,True,0,22.375,19.75,19.75,20.75,22.375,19.75,19.75,20.75,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,239,0,1,-3.1981253027915955,-0.6171945333480835,1.476619392633438,0.375,0.07835140265524387,0.12057947367429733,0,-3.1981253027915955,0,0,0.0,0.0,True,0,19.625,20.125,19.75,18.5,19.625,20.125,19.75,18.5,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,240,0,1,-7.817410230636597,-5.766582012176514,1.2761354446411133,1.25,0.18722083792090416,0.2745881974697113,0,-7.817410230636597,0,0,0.0,0.0,True,0,22.125,19.5,18.25,20.875,22.125,19.5,18.25,20.875,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,241,0,1,-1.9127654656767845,-0.24037306010723114,1.3865684866905212,0.375,0.12787145003676414,0.1608719527721405,0,-1.9127654656767845,0,0,0.0,0.0,True,0,20.5,20.5,20.875,18.75,20.5,20.5,20.875,18.75,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,242,0,1,-9.39530324935913,-5.607442855834961,1.43452388048172,0.875,-0.03569316864013672,0.3966211974620819,0,-9.39530324935913,0,0,0.0,0.0,True,0,22.375,19.625,19.875,21.5,22.375,19.625,19.875,21.5,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,243,0,1,-7.516258955001831,-5.2847466468811035,1.337802767753601,1.25,-0.058144958689808846,-0.026863757520914078,0,-7.516258955001831,0,0,0.0,0.0,True,0,22.5,20.75,20.5,21.25,22.5,20.75,20.5,21.25,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,244,1,1,-7.234809637069702,-4.9034810066223145,1.238029658794403,0.375,-0.47204187978059053,0.022876610979437828,0,-7.234809637069702,0,0,0.0,0.0,True,0,22.0,18.875,21.625,19.375,22.0,18.875,21.625,19.375,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,245,0,1,-6.28441596031189,-5.933156490325928,1.136817753314972,1.625,-0.21997904777526855,-0.16717028617858887,0,-6.28441596031189,0,0,0.0,0.0,True,0,21.875,18.5,19.375,20.25,21.875,18.5,19.375,20.25,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,246,0,1,-6.1274120807647705,-5.975658893585205,1.302777737379074,0.625,-0.19270485639572144,0.48646485805511475,0,-6.1274120807647705,0,0,0.0,0.0,True,0,21.875,21.25,20.25,20.5,21.875,21.25,20.25,20.5,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,247,0,1,-8.07858157157898,-6.16366720199585,1.5726463794708252,0.875,-0.018602699041366577,0.2717450261116028,0,-8.07858157157898,0,0,0.0,0.0,True,0,22.25,20.625,21.375,21.0,22.25,20.625,21.375,21.0,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,248,1,1,-9.444132804870605,-5.691886901855469,1.7107586860656738,1.0,-0.005844194442033768,0.04039282724261284,0,-9.444132804870605,0,0,0.0,0.0,True,0,20.75,19.75,15.625,19.25,20.75,19.75,15.625,19.25,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,249,0,1,-6.973394155502319,-5.405735492706299,1.5308210849761963,1.625,0.1323375590145588,0.33055371046066284,0,-6.973394155502319,0,0,0.0,0.0,True,0,21.75,20.125,19.375,20.125,21.75,20.125,19.375,20.125,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,250,1,1,-2.6998565942049026,0.2652157247066498,0.8229759335517883,2.875,0.47197421360760927,0.91766756772995,0,-2.6998565942049026,0,0,0.0,0.0,True,0,20.125,23.0,18.0,19.375,20.125,23.0,18.0,19.375,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,251,1,1,-7.323238134384155,-6.74275541305542,1.3562549948692322,0.625,-0.05445900559425354,0.13248760998249054,0,-7.323238134384155,0,0,0.0,0.0,True,0,23.125,21.625,19.875,22.5,23.125,21.625,19.875,22.5,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,252,0,1,-7.485615253448486,-6.806424140930176,1.0598285794258118,3.0,-0.318465581163764,-0.014369409531354904,0,-7.485615253448486,0,0,0.0,0.0,True,0,23.0,19.375,19.0,20.0,23.0,19.375,19.0,20.0,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,253,0,1,-2.3087278008461,1.098650336265564,1.322654366493225,0.875,-0.11433161795139313,0.183135986328125,0,-2.3087278008461,0,0,0.0,0.0,True,0,21.125,22.0,19.875,21.125,21.125,22.0,19.875,21.125,,,,
